status,shopCode,name,category,subcategory,confidence,source,family,reasonCode,reason,evidence,negativeEvidence
DO_NOT_PUBLISH,А-00369,Люк,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-00502,Брелок,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-00511,Перчатки,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-00573,Прожектор,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-00703,Такси,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-00718,Мячик-дезодорант (1 шт),,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-00775,А-00775,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-00986,Подарочный набор,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-01036,Брелок,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-01058,"Рация ""АЛАН-100""",,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-01370,А-01370,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01393,А-01393,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01399,А-01399,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01429,А-01429,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01556,А-01556,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01686,А-01686,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01717,А-01717,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01746,Тоннель 2110,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,А-01971,А-01971,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-01997,А-01997,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,А-02050,Мультитестер 266,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,АК-00131,АК-00131,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,АК-00181,АК-00181,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,АК-00265,АК-00265,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,Б-00054,Б-00054,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,Б-00055,Б-00055,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,Г-00109,Коллектор 511-1008015-10,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,Г-00386,Г-00386,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,Г-00652,Г-00652,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ДВ-00236,Влагоотделитель 2108-15,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ДВ-00380,Торпеда 2105,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ДВ-00381,Торпеда 2107,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ЗЧМ-00080,ЗЧМ-00080,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00094,Часы 2141,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ЗЧМ-00166,Набор резинок 2141,,,0,do_not_publish,do_not_publish,UNKNOWN_PRODUCT_TYPE,Тип товара не распознан по текущим данным. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:UNKNOWN_PRODUCT_TYPE",
DO_NOT_PUBLISH,ЗЧМ-00190,ЗЧМ-00190,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00203,ЗЧМ-00203,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00222,ЗЧМ-00222,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00237,ЗЧМ-00237,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00245,ЗЧМ-00245,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00258,ЗЧМ-00258,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00261,ЗЧМ-00261,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00272,ЗЧМ-00272,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00288,ЗЧМ-00288,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00299,ЗЧМ-00299,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00300,ЗЧМ-00300,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00301,ЗЧМ-00301,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00321,ЗЧМ-00321,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00329,ЗЧМ-00329,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00331,ЗЧМ-00331,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00337,ЗЧМ-00337,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00352,ЗЧМ-00352,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00372,ЗЧМ-00372,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00389,ЗЧМ-00389,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00393,ЗЧМ-00393,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
DO_NOT_PUBLISH,ЗЧМ-00444,ЗЧМ-00444,,,0,do_not_publish,do_not_publish,CODE_ONLY,Строка похожа только на артикул или код без понятного типа товара. Товар не публикуется до ручного исправления.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target. | validation:CODE_ONLY",
